,index,short_name,player_positions,overall,potential,age,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year,sex
770,363,Leire Landa,CB,73,73,29,Spain,Left,63.0,33.0,59.0,64.0,74.0,69.0,10,14,11,6,10,2017,F
771,364,Ainhoa,GK,73,73,31,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,69,73,72,74,75,2017,F
772,365,M. Diaz,RM,73,79,22,Sweden,Right,80.0,57.0,68.0,80.0,32.0,44.0,13,7,11,11,5,2017,F
773,366,C. Söberg,GK,73,73,33,Sweden,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,68,80,69,73,2017,F
774,367,Ma Jun,CAM,73,74,27,China PR,Right,81.0,71.0,72.0,75.0,41.0,63.0,15,6,14,5,10,2017,F
775,368,Ma Jun,CM,73,74,27,China PR,Right,81.0,71.0,72.0,75.0,41.0,63.0,15,6,14,5,10,2017,F
776,369,Ma Jun,ST,73,74,27,China PR,Right,81.0,71.0,72.0,75.0,41.0,63.0,15,6,14,5,10,2017,F
777,370,A. Long,CDM,73,76,28,United States,Right,82.0,59.0,69.0,67.0,74.0,75.0,8,14,8,13,8,2017,F
778,371,A. Long,CM,73,76,28,United States,Right,82.0,59.0,69.0,67.0,74.0,75.0,8,14,8,13,8,2017,F
779,372,C. Dunn,RW,73,81,23,United States,Right,77.0,70.0,72.0,76.0,77.0,61.0,10,11,7,6,14,2017,F
780,373,C. Dunn,RB,73,81,23,United States,Right,77.0,70.0,72.0,76.0,77.0,61.0,10,11,7,6,14,2017,F
781,374,C. Dunn,RM,73,81,23,United States,Right,77.0,70.0,72.0,76.0,77.0,61.0,10,11,7,6,14,2017,F
782,375,C. Dunn,LB,73,81,23,United States,Right,77.0,70.0,72.0,76.0,77.0,61.0,10,11,7,6,14,2017,F
783,376,J. Andersson,LB,72,78,23,Sweden,Left,82.0,40.0,58.0,70.0,71.0,62.0,11,14,13,13,14,2017,F
784,377,A. Christ,GK,72,73,27,Netherlands,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,72,70,70,68,71,2017,F
785,378,D. Janssen,LB,72,79,21,Netherlands,Right,70.0,49.0,64.0,66.0,71.0,76.0,15,13,14,13,14,2017,F
786,379,D. Janssen,RB,72,79,21,Netherlands,Right,70.0,49.0,64.0,66.0,71.0,76.0,15,13,14,13,14,2017,F
787,380,D. Janssen,CB,72,79,21,Netherlands,Right,70.0,49.0,64.0,66.0,71.0,76.0,15,13,14,13,14,2017,F
788,381,E. Sonnett,CB,72,80,22,United States,Right,71.0,57.0,71.0,70.0,70.0,73.0,12,6,10,10,8,2017,F
789,382,E. Sonnett,CDM,72,80,22,United States,Right,71.0,57.0,71.0,70.0,70.0,73.0,12,6,10,10,8,2017,F
790,383,Olga García,ST,72,78,24,Spain,Right,72.0,72.0,51.0,72.0,22.0,56.0,14,11,8,14,8,2017,F
791,384,Olga García,LW,72,78,24,Spain,Right,72.0,72.0,51.0,72.0,22.0,56.0,14,11,8,14,8,2017,F
792,385,Olga García,RW,72,78,24,Spain,Right,72.0,72.0,51.0,72.0,22.0,56.0,14,11,8,14,8,2017,F
793,386,L. Horan,CM,72,80,22,United States,Right,70.0,76.0,59.0,74.0,47.0,69.0,5,13,11,7,9,2017,F
794,387,L. Horan,ST,72,80,22,United States,Right,70.0,76.0,59.0,74.0,47.0,69.0,5,13,11,7,9,2017,F
795,388,C. Le Bihan,ST,72,78,21,France,Right,71.0,72.0,64.0,71.0,33.0,57.0,8,12,11,10,5,2017,F
796,389,Amanda Sampedro,CM,72,81,23,Spain,Right,71.0,66.0,70.0,73.0,54.0,65.0,12,6,7,14,8,2017,F
797,390,Amanda Sampedro,CAM,72,81,23,Spain,Right,71.0,66.0,70.0,73.0,54.0,65.0,12,6,7,14,8,2017,F
798,391,Amanda Sampedro,RM,72,81,23,Spain,Right,71.0,66.0,70.0,73.0,54.0,65.0,12,6,7,14,8,2017,F
799,392,K. Robles,RB,72,76,25,Mexico,Right,76.0,34.0,59.0,62.0,69.0,78.0,8,9,8,10,9,2017,F
800,393,C. Murillo,CB,72,77,23,Mexico,Right,57.0,32.0,42.0,48.0,74.0,74.0,8,5,14,7,9,2017,F
801,394,K. Diani,ST,72,84,21,France,Right,77.0,67.0,68.0,78.0,49.0,53.0,13,5,5,13,11,2017,F
802,395,K. Diani,RM,72,84,21,France,Right,77.0,67.0,68.0,78.0,49.0,53.0,13,5,5,13,11,2017,F
803,396,A. Stolsmo Hegerberg,CM,72,79,23,Norway,Left,62.0,62.0,64.0,66.0,66.0,63.0,7,8,8,14,8,2017,F
804,397,Silvia Meseguer,CM,72,73,27,Spain,Right,62.0,45.0,64.0,66.0,64.0,74.0,11,13,15,9,12,2017,F
805,398,Silvia Meseguer,CDM,72,73,27,Spain,Right,62.0,45.0,64.0,66.0,64.0,74.0,11,13,15,9,12,2017,F
806,399,S. Uzunlar,CB,72,76,27,Australia,Right,67.0,48.0,50.0,60.0,71.0,79.0,6,15,15,11,6,2017,F
807,400,S. Uzunlar,RB,72,76,27,Australia,Right,67.0,48.0,50.0,60.0,71.0,79.0,6,15,15,11,6,2017,F
808,401,Li Jiayue,CB,72,77,26,China PR,Right,66.0,43.0,56.0,60.0,70.0,73.0,7,8,13,8,9,2017,F
809,402,Li Jiayue,RB,72,77,26,China PR,Right,66.0,43.0,56.0,60.0,70.0,73.0,7,8,13,8,9,2017,F
810,403,Li Jiayue,LB,72,77,26,China PR,Right,66.0,43.0,56.0,60.0,70.0,73.0,7,8,13,8,9,2017,F
811,404,Xu Yanlu,LM,72,77,24,China PR,Left,85.0,66.0,66.0,77.0,37.0,53.0,5,7,7,9,10,2017,F
812,405,Xu Yanlu,RM,72,77,24,China PR,Left,85.0,66.0,66.0,77.0,37.0,53.0,5,7,7,9,10,2017,F
813,406,Beatriz,CAM,72,81,22,Brazil,Right,60.0,59.0,66.0,73.0,44.0,77.0,11,10,15,6,9,2017,F
814,407,Raquel,ST,72,77,24,Brazil,Right,73.0,68.0,64.0,74.0,43.0,67.0,8,11,13,11,14,2017,F
815,408,D. van Lunteren,RB,71,76,23,Netherlands,Right,75.0,57.0,71.0,72.0,63.0,73.0,9,9,8,11,8,2017,F
816,409,A. Franch,GK,71,76,25,United States,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,68,71,70,72,71,2017,F
817,410,I. Christiansen,CAM,71,77,24,England,Right,80.0,64.0,67.0,67.0,32.0,51.0,9,10,8,6,13,2017,F
818,411,I. Christiansen,CM,71,77,24,England,Right,80.0,64.0,67.0,67.0,32.0,51.0,9,10,8,6,13,2017,F
819,412,Zhao Lina,GK,71,79,24,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,70,71,65,72,71,2017,F
820,413,Sandra Paños,GK,71,78,23,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,69,73,72,71,70,2017,F
821,414,B. Sierra,LB,71,78,24,Mexico,Right,76.0,32.0,57.0,61.0,69.0,73.0,10,6,11,13,11,2017,F
822,415,B. Sierra,CB,71,78,24,Mexico,Right,76.0,32.0,57.0,61.0,69.0,73.0,10,6,11,13,11,2017,F
823,416,A. Romero,RB,71,77,23,Mexico,Right,78.0,36.0,59.0,66.0,67.0,67.0,11,10,11,14,11,2017,F
824,417,Letícia Izidoro,GK,71,81,21,Brazil,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,73,69,68,71,76,2017,F
825,418,A. Leon,LW,71,80,23,Canada,Right,75.0,72.0,64.0,72.0,25.0,60.0,6,9,15,13,10,2017,F
826,419,A. Leon,RW,71,80,23,Canada,Right,75.0,72.0,64.0,72.0,25.0,60.0,6,9,15,13,10,2017,F
827,420,J. Filigno,LW,71,74,25,Canada,Right,76.0,67.0,65.0,72.0,26.0,58.0,14,14,11,13,10,2017,F
828,421,J. Filigno,ST,71,74,25,Canada,Right,76.0,67.0,65.0,72.0,26.0,58.0,14,14,11,13,10,2017,F
829,422,Priscila Borja,LW,71,71,31,Spain,Right,77.0,75.0,62.0,73.0,32.0,65.0,11,8,12,13,14,2017,F
830,423,Priscila Borja,ST,71,71,31,Spain,Right,77.0,75.0,62.0,73.0,32.0,65.0,11,8,12,13,14,2017,F
831,424,Priscila Borja,RW,71,71,31,Spain,Right,77.0,75.0,62.0,73.0,32.0,65.0,11,8,12,13,14,2017,F
832,425,Erika Vázquez,ST,71,71,33,Spain,Right,71.0,73.0,53.0,70.0,21.0,61.0,12,7,10,7,12,2017,F
833,426,Míriam,CB,71,71,30,Spain,Right,62.0,35.0,49.0,47.0,70.0,73.0,8,10,14,8,15,2017,F
834,427,Míriam,CM,71,71,30,Spain,Right,62.0,35.0,49.0,47.0,70.0,73.0,8,10,14,8,15,2017,F
835,428,D. Kerkdijk,CB,70,79,20,Netherlands,Right,67.0,41.0,52.0,53.0,71.0,71.0,7,8,13,12,12,2017,F
836,429,M. van Dongen,LB,70,74,23,Netherlands,Left,66.0,48.0,63.0,66.0,69.0,76.0,13,8,15,13,15,2017,F
837,430,Xue Jiao,LB,70,76,23,China PR,Left,77.0,34.0,60.0,52.0,71.0,69.0,7,5,11,13,9,2017,F
838,431,J. Ruíz,CB,70,70,32,Mexico,Right,61.0,43.0,51.0,47.0,69.0,74.0,11,13,5,7,6,2017,F
839,432,J. Ruíz,CDM,70,70,32,Mexico,Right,61.0,43.0,51.0,47.0,69.0,74.0,11,13,5,7,6,2017,F
840,433,P. Solís,LB,70,81,20,Mexico,Left,68.0,33.0,55.0,56.0,71.0,79.0,14,9,7,10,11,2017,F
841,434,P. Solís,CB,70,81,20,Mexico,Left,68.0,33.0,55.0,56.0,71.0,79.0,14,9,7,10,11,2017,F
842,435,Melanie Serrano,LB,70,73,26,Spain,Left,61.0,36.0,57.0,59.0,71.0,72.0,6,6,8,7,10,2017,F
843,436,C. Dumont,GK,70,78,24,Australia,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,72,70,64,64,69,2017,F
844,437,M. Ericsson,LB,70,78,22,Sweden,Left,73.0,29.0,58.0,58.0,70.0,75.0,5,15,10,8,7,2017,F
845,438,S. Mewis,CM,70,78,23,United States,Left,65.0,44.0,68.0,62.0,72.0,80.0,10,15,15,13,10,2017,F
846,439,I. Kaagman,CAM,69,78,20,Netherlands,Right,66.0,56.0,72.0,69.0,36.0,66.0,10,15,12,5,11,2017,F
847,440,J. Kuijpers,CAM,69,78,21,Netherlands,Right,72.0,65.0,69.0,70.0,28.0,52.0,9,7,13,14,13,2017,F
848,441,E. Bakker,ST,69,74,23,Netherlands,Right,83.0,63.0,57.0,75.0,30.0,53.0,7,10,13,10,7,2017,F
849,442,E. Bakker,RW,69,74,23,Netherlands,Right,83.0,63.0,57.0,75.0,30.0,53.0,7,10,13,10,7,2017,F
850,443,K. Zeeman,CB,69,74,22,Netherlands,Right,61.0,50.0,58.0,53.0,67.0,77.0,8,14,6,13,6,2017,F
851,444,K. Nøstmo,GK,69,76,23,Norway,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,70,65,71,72,68,2017,F
852,445,Pang Fengyue,CM,69,70,27,China PR,Right,58.0,62.0,65.0,70.0,61.0,70.0,12,10,9,7,15,2017,F
853,446,Pang Fengyue,CDM,69,70,27,China PR,Right,58.0,62.0,65.0,70.0,61.0,70.0,12,10,9,7,15,2017,F
854,447,Pang Fengyue,LB,69,70,27,China PR,Right,58.0,62.0,65.0,70.0,61.0,70.0,12,10,9,7,15,2017,F
855,448,T. Noyola,CDM,69,72,26,Mexico,Right,66.0,51.0,64.0,68.0,67.0,60.0,8,6,13,15,8,2017,F
856,449,T. Noyola,RM,69,72,26,Mexico,Right,66.0,51.0,64.0,68.0,67.0,60.0,8,6,13,15,8,2017,F
857,450,E. Zurrer,CB,69,69,28,Canada,Right,60.0,30.0,42.0,42.0,68.0,75.0,11,6,7,8,13,2017,F
858,451,Ma Xiaoxu,ST,69,69,28,China PR,Right,69.0,68.0,34.0,65.0,29.0,73.0,11,7,9,7,10,2017,F
859,452,K. van Es,RB,68,72,24,Netherlands,Right,81.0,40.0,52.0,69.0,65.0,72.0,6,6,12,14,8,2017,F
860,453,S. Reinås,CB,68,76,21,Norway,Right,63.0,23.0,43.0,42.0,70.0,62.0,11,6,14,6,7,2017,F
861,454,K. Gadea,CB,68,73,24,France,Right,62.0,27.0,47.0,45.0,69.0,64.0,6,12,14,9,7,2017,F
862,455,Bi Xiaolin,GK,68,73,26,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,67,66,70,65,71,2017,F
863,456,L. Crummer,ST,68,80,20,Australia,Right,70.0,68.0,47.0,66.0,45.0,66.0,6,14,8,5,14,2017,F
864,457,L. Crummer,LW,68,80,20,Australia,Right,70.0,68.0,47.0,66.0,45.0,66.0,6,14,8,5,14,2017,F
865,458,P. Tajonar,GK,68,68,31,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,60,78,63,79,56,2017,F
866,459,M. Nault,LB,68,68,34,Canada,Right,55.0,31.0,64.0,63.0,69.0,64.0,9,5,13,8,9,2017,F
867,460,L. Philippe,GK,68,71,25,France,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,69,65,62,63,75,2017,F
868,461,H. Hansen,ST,68,73,25,Norway,Right,70.0,70.0,43.0,65.0,21.0,53.0,8,8,12,14,9,2017,F
869,462,S. Zadorsky,CB,67,72,23,Canada,Left,63.0,22.0,34.0,41.0,67.0,73.0,11,5,13,12,5,2017,F
870,463,S. D'Angelo,GK,67,72,23,Canada,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,69,67,68,68,70,2017,F
871,464,S. Karchaoui,LB,67,77,20,France,Left,80.0,36.0,58.0,59.0,65.0,53.0,7,12,14,12,8,2017,F
872,465,M. Arnold,GK,67,74,22,Australia,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,67,61,66,70,67,2017,F
873,466,L. Mercado,CDM,67,69,27,Mexico,Right,56.0,41.0,56.0,62.0,67.0,68.0,9,13,9,13,6,2017,F
874,467,R. Quon,LB,67,72,25,Canada,Right,66.0,29.0,58.0,58.0,67.0,69.0,8,15,10,14,10,2017,F
875,468,R. Cuéllar,ST,66,68,26,Mexico,Right,65.0,66.0,47.0,62.0,24.0,60.0,14,13,14,6,5,2017,F
876,469,C. Julien,ST,66,66,28,Canada,Right,69.0,67.0,36.0,64.0,19.0,52.0,9,8,15,15,8,2017,F
877,470,A. Ladrón,GK,66,66,29,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,66,62,54,67,67,2017,F
878,471,R. Gayle,CB,66,66,30,Canada,Right,83.0,46.0,45.0,63.0,63.0,71.0,13,11,13,9,9,2017,F
879,472,R. Gayle,RB,66,66,30,Canada,Right,83.0,46.0,45.0,63.0,63.0,71.0,13,11,13,9,9,2017,F
880,473,R. Gayle,ST,66,66,30,Canada,Right,83.0,46.0,45.0,63.0,63.0,71.0,13,11,13,9,9,2017,F
881,474,A. Tomter,LB,66,77,21,Norway,Right,66.0,30.0,52.0,56.0,66.0,57.0,8,5,6,6,8,2017,F
882,475,A. Tomter,RB,66,77,21,Norway,Right,66.0,30.0,52.0,56.0,66.0,57.0,8,5,6,6,8,2017,F
883,476,C. Logarzo,CAM,65,73,21,Australia,Right,78.0,59.0,58.0,64.0,35.0,55.0,9,13,14,5,11,2017,F
884,477,C. Logarzo,ST,65,73,21,Australia,Right,78.0,59.0,58.0,64.0,35.0,55.0,9,13,14,5,11,2017,F
885,478,C. Cooper,CB,65,65,28,Australia,Right,60.0,48.0,41.0,51.0,65.0,71.0,5,8,12,13,9,2017,F
886,479,A. Calderón,ST,65,68,26,Mexico,Right,72.0,62.0,51.0,62.0,29.0,61.0,8,13,10,12,14,2017,F
887,480,A. Luik,CDM,65,65,31,Australia,Right,66.0,54.0,57.0,63.0,61.0,78.0,11,12,10,6,13,2017,F
888,481,A. Luik,CB,65,65,31,Australia,Right,66.0,54.0,57.0,63.0,61.0,78.0,11,12,10,6,13,2017,F
889,482,Y. Franco,CDM,65,71,23,Mexico,Right,68.0,51.0,59.0,64.0,61.0,64.0,15,13,12,7,7,2017,F
890,483,Carla Maria,GK,64,78,19,Brazil,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,66,60,56,58,65,2017,F
891,484,F. Ibarra,LM,64,69,22,Mexico,Left,78.0,60.0,57.0,61.0,25.0,48.0,5,7,9,10,11,2017,F
892,485,A. Harrison,LW,63,75,20,Australia,Left,75.0,63.0,49.0,66.0,38.0,61.0,10,9,6,12,8,2017,F
893,486,A. Harrison,LB,63,75,20,Australia,Left,75.0,63.0,49.0,66.0,38.0,61.0,10,9,6,12,8,2017,F
894,487,E. Gielnik,ST,62,68,24,Australia,Right,60.0,60.0,43.0,54.0,20.0,70.0,11,7,15,13,13,2017,F
895,488,A. Guajardo,ST,62,65,25,Mexico,Right,60.0,63.0,46.0,61.0,29.0,63.0,8,6,11,15,13,2017,F
896,0,C. Lloyd,CM,92,92,34,United States,Right,75.0,85.0,84.0,85.0,82.0,84.0,11,5,13,8,14,2018,F
897,1,C. Lloyd,CAM,92,92,34,United States,Right,75.0,85.0,84.0,85.0,82.0,84.0,11,5,13,8,14,2018,F
898,2,C. Lloyd,LM,92,92,34,United States,Right,75.0,85.0,84.0,85.0,82.0,84.0,11,5,13,8,14,2018,F
899,3,C. Lloyd,ST,92,92,34,United States,Right,75.0,85.0,84.0,85.0,82.0,84.0,11,5,13,8,14,2018,F
900,4,M. Rapinoe,LM,91,91,31,United States,Left,74.0,74.0,90.0,89.0,46.0,68.0,13,10,12,12,9,2018,F
901,5,M. Rapinoe,CM,91,91,31,United States,Left,74.0,74.0,90.0,89.0,46.0,68.0,13,10,12,12,9,2018,F
902,6,M. Rapinoe,RM,91,91,31,United States,Left,74.0,74.0,90.0,89.0,46.0,68.0,13,10,12,12,9,2018,F
903,7,C. Sinclair,ST,89,89,34,Canada,Right,75.0,87.0,85.0,82.0,37.0,78.0,15,7,5,10,6,2018,F
904,8,C. Sinclair,LW,89,89,34,Canada,Right,75.0,87.0,85.0,82.0,37.0,78.0,15,7,5,10,6,2018,F
905,9,C. Sinclair,RW,89,89,34,Canada,Right,75.0,87.0,85.0,82.0,37.0,78.0,15,7,5,10,6,2018,F
906,10,C. Sinclair,CAM,89,89,34,Canada,Right,75.0,87.0,85.0,82.0,37.0,78.0,15,7,5,10,6,2018,F
907,11,Marta,CAM,89,89,31,Brazil,Left,86.0,86.0,80.0,90.0,36.0,73.0,14,13,9,7,10,2018,F
908,12,Marta,ST,89,89,31,Brazil,Left,86.0,86.0,80.0,90.0,36.0,73.0,14,13,9,7,10,2018,F
909,13,D. Marozsán,CAM,88,91,25,Germany,Right,77.0,81.0,87.0,86.0,51.0,74.0,6,8,13,7,10,2018,F
910,14,D. Marozsán,LM,88,91,25,Germany,Right,77.0,81.0,87.0,86.0,51.0,74.0,6,8,13,7,10,2018,F
911,15,D. Marozsán,CM,88,91,25,Germany,Right,77.0,81.0,87.0,86.0,51.0,74.0,6,8,13,7,10,2018,F
912,16,A. Henry,CDM,88,90,27,France,Right,72.0,65.0,75.0,75.0,85.0,88.0,9,11,13,12,5,2018,F
913,17,A. Henry,CM,88,90,27,France,Right,72.0,65.0,75.0,75.0,85.0,88.0,9,11,13,12,5,2018,F
914,18,B. Sauerbrunn,CB,87,87,32,United States,Right,73.0,31.0,49.0,55.0,86.0,85.0,13,10,5,8,9,2018,F
915,19,S. Kerr,ST,87,94,23,Australia,Right,84.0,85.0,59.0,82.0,37.0,73.0,5,10,6,14,11,2018,F
916,20,S. Kerr,LM,87,94,23,Australia,Right,84.0,85.0,59.0,82.0,37.0,73.0,5,10,6,14,11,2018,F
917,21,W. Renard,CB,87,88,26,France,Right,64.0,69.0,56.0,67.0,85.0,85.0,5,12,15,9,13,2018,F
918,22,A. Morgan,ST,86,86,27,United States,Left,83.0,83.0,71.0,82.0,42.0,71.0,9,9,8,8,9,2018,F
919,23,A. Popp,ST,86,87,26,Germany,Right,80.0,87.0,67.0,76.0,33.0,82.0,10,12,11,5,12,2018,F
920,24,A. Popp,LM,86,87,26,Germany,Right,80.0,87.0,67.0,76.0,33.0,82.0,10,12,11,5,12,2018,F
921,25,T. Heath,LM,86,86,29,United States,Left,72.0,66.0,86.0,89.0,32.0,63.0,10,5,5,14,6,2018,F
922,26,T. Heath,CAM,86,86,29,United States,Left,72.0,66.0,86.0,89.0,32.0,63.0,10,5,5,14,6,2018,F
923,27,T. Heath,RM,86,86,29,United States,Left,72.0,66.0,86.0,89.0,32.0,63.0,10,5,5,14,6,2018,F
924,28,J. Ertz,CB,86,93,25,United States,Right,82.0,37.0,60.0,67.0,85.0,83.0,10,9,7,13,11,2018,F
925,29,J. Ertz,RB,86,93,25,United States,Right,82.0,37.0,60.0,67.0,85.0,83.0,10,9,7,13,11,2018,F
926,30,J. Ertz,RM,86,93,25,United States,Right,82.0,37.0,60.0,67.0,85.0,83.0,10,9,7,13,11,2018,F
927,31,L. Martens,LW,86,90,24,Netherlands,Right,78.0,83.0,81.0,87.0,38.0,71.0,5,7,11,14,14,2018,F
928,32,L. Martens,CAM,86,90,24,Netherlands,Right,78.0,83.0,81.0,87.0,38.0,71.0,5,7,11,14,14,2018,F
929,33,Cristiane,ST,85,85,32,Brazil,Left,74.0,84.0,73.0,81.0,33.0,75.0,9,6,7,8,12,2018,F
930,34,S. Houghton,CB,85,85,29,England,Right,60.0,59.0,59.0,66.0,84.0,81.0,9,7,13,10,5,2018,F
931,35,N. Fischer,CB,85,85,32,Sweden,Right,48.0,36.0,63.0,54.0,85.0,82.0,9,6,13,8,10,2018,F
932,36,E. Le Sommer,ST,85,85,28,France,Right,78.0,87.0,64.0,74.0,35.0,64.0,15,7,11,10,12,2018,F
933,37,E. McLeod,GK,85,85,34,Canada,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,83,79,75,82,86,2018,F
934,38,S. Schmidt,CM,85,85,29,Canada,Right,68.0,74.0,82.0,80.0,57.0,65.0,9,8,7,14,6,2018,F
935,39,S. Schmidt,RW,85,85,29,Canada,Right,68.0,74.0,82.0,80.0,57.0,65.0,9,8,7,14,6,2018,F
936,40,V. Miedema,ST,85,92,20,Netherlands,Right,78.0,86.0,65.0,79.0,29.0,75.0,12,14,15,12,15,2018,F
937,41,K. O'Hara,RB,84,84,28,United States,Right,82.0,53.0,65.0,77.0,81.0,73.0,12,9,13,10,6,2018,F
938,42,K. O'Hara,RM,84,84,28,United States,Right,82.0,53.0,65.0,77.0,81.0,73.0,12,9,13,10,6,2018,F
939,43,Rosana,LM,84,84,34,Brazil,Left,85.0,77.0,78.0,85.0,49.0,63.0,11,5,9,6,9,2018,F
940,44,Rosana,LB,84,84,34,Brazil,Left,85.0,77.0,78.0,85.0,49.0,63.0,11,5,9,6,9,2018,F
941,45,Rosana,RM,84,84,34,Brazil,Left,85.0,77.0,78.0,85.0,49.0,63.0,11,5,9,6,9,2018,F
942,46,C. Seger,CM,84,84,32,Sweden,Right,51.0,75.0,80.0,76.0,78.0,78.0,13,6,12,15,10,2018,F
943,47,C. Seger,CDM,84,84,32,Sweden,Right,51.0,75.0,80.0,76.0,78.0,78.0,13,6,12,15,10,2018,F
944,48,S. Laudehr,RM,83,83,30,Germany,Right,84.0,79.0,78.0,77.0,79.0,79.0,5,5,14,8,8,2018,F
945,49,S. Laudehr,LM,83,83,30,Germany,Right,84.0,79.0,78.0,77.0,79.0,79.0,5,5,14,8,8,2018,F
946,50,S. Laudehr,CM,83,83,30,Germany,Right,84.0,79.0,78.0,77.0,79.0,79.0,5,5,14,8,8,2018,F
947,51,S. Laudehr,CB,83,83,30,Germany,Right,84.0,79.0,78.0,77.0,79.0,79.0,5,5,14,8,8,2018,F
948,52,S. Leroux,ST,83,84,27,United States,Left,92.0,80.0,60.0,77.0,39.0,77.0,8,6,10,7,13,2018,F
949,53,S. Leroux,RW,83,84,27,United States,Left,92.0,80.0,60.0,77.0,39.0,77.0,8,6,10,7,13,2018,F
950,54,A. Krieger,RB,83,83,32,United States,Right,76.0,60.0,76.0,72.0,81.0,81.0,12,5,6,12,9,2018,F
951,55,A. Krieger,RM,83,83,32,United States,Right,76.0,60.0,76.0,72.0,81.0,81.0,12,5,6,12,9,2018,F
952,56,A. Krieger,CDM,83,83,32,United States,Right,76.0,60.0,76.0,72.0,81.0,81.0,12,5,6,12,9,2018,F
953,57,Vero Boquete,CAM,83,83,30,Spain,Right,79.0,78.0,79.0,79.0,64.0,74.0,15,12,7,9,10,2018,F
954,58,Vero Boquete,CM,83,83,30,Spain,Right,79.0,78.0,79.0,79.0,64.0,74.0,15,12,7,9,10,2018,F
955,59,Vero Boquete,ST,83,83,30,Spain,Right,79.0,78.0,79.0,79.0,64.0,74.0,15,12,7,9,10,2018,F
956,60,L. Schelin,ST,83,83,33,Sweden,Right,79.0,84.0,75.0,75.0,41.0,67.0,7,11,5,10,5,2018,F
957,61,L. Schelin,LM,83,83,33,Sweden,Right,79.0,84.0,75.0,75.0,41.0,67.0,7,11,5,10,5,2018,F
958,62,Andressa Alves,LM,83,88,24,Brazil,Left,87.0,76.0,79.0,83.0,76.0,74.0,8,7,6,9,6,2018,F
959,63,Andressa Alves,LB,83,88,24,Brazil,Left,87.0,76.0,79.0,83.0,76.0,74.0,8,7,6,9,6,2018,F
960,64,Andressa Alves,RM,83,88,24,Brazil,Left,87.0,76.0,79.0,83.0,76.0,74.0,8,7,6,9,6,2018,F
961,65,C. Graham Hansen,ST,83,93,22,Norway,Right,82.0,80.0,78.0,87.0,43.0,73.0,15,9,13,11,7,2018,F
962,66,C. Graham Hansen,CAM,83,93,22,Norway,Right,82.0,80.0,78.0,87.0,43.0,73.0,15,9,13,11,7,2018,F
963,67,C. Graham Hansen,CM,83,93,22,Norway,Right,82.0,80.0,78.0,87.0,43.0,73.0,15,9,13,11,7,2018,F
964,68,K. Gorry,CM,83,86,24,Australia,Right,73.0,75.0,77.0,84.0,55.0,54.0,13,15,8,5,13,2018,F
965,69,K. Gorry,CAM,83,86,24,Australia,Right,73.0,75.0,77.0,84.0,55.0,54.0,13,15,8,5,13,2018,F
966,70,L. Bronze,RB,83,85,25,England,Right,80.0,45.0,56.0,75.0,81.0,82.0,8,12,14,6,13,2018,F
967,71,D. Matheson,CM,83,83,33,Canada,Right,62.0,72.0,80.0,80.0,56.0,61.0,14,9,12,5,15,2018,F
968,72,S. Spitse,CDM,83,84,27,Netherlands,Right,69.0,73.0,84.0,73.0,74.0,74.0,14,14,5,6,9,2018,F
969,73,S. Spitse,CM,83,84,27,Netherlands,Right,69.0,73.0,84.0,73.0,74.0,74.0,14,14,5,6,9,2018,F
970,74,A. Schult,GK,82,85,26,Germany,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,83,75,78,84,80,2018,F
